exercise_name;Primary Muscle;library_id;exercise_video_link;exercise_description
Mountain Climber;Cardio, Core;617;https://www.youtube.com/watch?v=cnyTQDSE884&pp=ygUQTW91bnRhaW4gQ2xpbWJlcg%3D%3D;Alternate legs in plank position, engage core.
Narrow Front Squats;Legs;618;https://www.youtube.com/watch?v=U7Y-bY4bZj0&pp=ygUTTmFycm93IEZyb250IFNxdWF0cw%3D%3D;Squat with feet close together, engage quads.
Neck Side Stretch;Stretch;619;https://www.youtube.com/watch?v=54y0JAT46vE&pp=ygURTmVjayBTaWRlIFN0cmV0Y2g%3D;Stretch neck to side.
Negative Pull Ups;Back, Biceps;620;https://www.youtube.com/watch?v=gbPURTSxQLY&pp=ygURTmVnYXRpdmUgUHVsbCBVcHM%3D;Lower body slowly from pull-up position.
Nordic Curls;Hamstrings;621;https://www.youtube.com/watch?v=6NCN6kOagfY&pp=ygUMTm9yZGljIEN1cmxz;Curl body upwards, engage hamstrings.
Nordic Hamstring Curl;Hamstrings;622;https://www.youtube.com/watch?v=6NCN6kOagfY&pp=ygUMTm9yZGljIEN1cmxz;Curl body upwards, engage hamstrings.
Nordic Hamstring Curls (Barbell);Hamstrings;623;https://www.youtube.com/shorts/flNgfYGvleU;Curl body upwards, engage hamstrings.
Oblique Jump Lunges;Legs;624;https://www.youtube.com/shorts/qdDbwIj-8ok;Lunge and jump, engaging obliques.
Oblique Mountain Climbers;Cardio, Core;625;https://www.youtube.com/watch?v=6D-rpfVuzA0&pp=ygUZT2JsaXF1ZSBNb3VudGFpbiBDbGltYmVycw%3D%3D;Plank and twist knees towards opposite elbow.
Offset Dumbbell Cross-Over Step-Up;Legs;626;https://www.youtube.com/watch?v=68yrP2-wIzA&pp=ygUiT2Zmc2V0IER1bWJiZWxsIENyb3NzLU92ZXIgU3RlcC1VcA%3D%3D;Step up with offset dumbbell, engage legs.
Offset Dumbbell Reverse Lunge;Legs;627;https://www.youtube.com/shorts/aFsk57XmgHY;Lunge with offset dumbbell, engage legs.
Offset Dumbbell Reverse Lunge From Deficit;Legs;628;https://www.youtube.com/watch?v=qidn3D01muY&pp=ygUqT2Zmc2V0IER1bWJiZWxsIFJldmVyc2UgTHVuZ2UgRnJvbSBEZWZpY2l0;Lunge with deficit and offset dumbbell.
Offset Dumbbell Reverse Lunge to Romanian Deadlift;Legs, Hamstrings;629;https://www.youtube.com/watch?v=xeNEeJ7IqKQ&pp=ygUyT2Zmc2V0IER1bWJiZWxsIFJldmVyc2UgTHVuZ2UgdG8gUm9tYW5pYW4gRGVhZGxpZnQ%3D;Lunge then Romanian deadlift with offset dumbbell.
Offset Dumbbell Split Squat;Legs;630;https://www.youtube.com/watch?v=fynqcP1g-vw&pp=ygUbT2Zmc2V0IER1bWJiZWxsIFNwbGl0IFNxdWF0;Split squat with offset dumbbell, engage legs.
Offset Dumbbell Step-Up;Legs;631;https://www.youtube.com/watch?v=pEFBMrM4818&pp=ygUXT2Zmc2V0IER1bWJiZWxsIFN0ZXAtVXA%3D;Step up with offset dumbbell, engage legs.
Offset Goblet Squat;Legs;632;https://www.youtube.com/watch?v=c636wmM2SV0&pp=ygUTT2Zmc2V0IEdvYmxldCBTcXVhdA%3D%3D;Goblet squat with offset weight, engage legs.
One Foot Elevated Front Squat;Legs;633;https://www.youtube.com/watch?v=OFmW8Re5Zos&pp=ygUeT25lIEZvb3QgRWxldmF0ZWQgRnJvbnQgU3F1YXRc;Squat with one foot elevated, engage quads.
Outward DB Bicep Curls;Arms;634;https://www.youtube.com/watch?v=BNagnogKP5A&pp=ygUWT3V0d2FyZCBEQiBCaWNlcCBDdXJscw%3D%3D;Curl dumbbells outwards, engage biceps.
Overhead Sit Ups;Core;635;https://www.youtube.com/watch?v=rBLLfvmNIIs&pp=ygUQT3ZlcmhlYWQgU2l0IFVwcw%3D%3D;Hold weight overhead while sitting up.
Overhead Squat;Legs, Core;636;https://www.youtube.com/watch?v=pn8mqlG0nkE&pp=ygUOT3ZlcmhlYWQgU3F1YXQ%3D;Squat with weight overhead, engage legs.
Overhead Tricep Extension;Triceps;637;https://www.youtube.com/shorts/Q3bO1Fh4734;Extend weight overhead, engage triceps.
Overhead Tricep Extension (DB);Triceps;638;https://www.youtube.com/shorts/8FNGBJUHfsA;Extend dumbbell overhead, engage triceps.
Pallof Press;Core;639;https://www.youtube.com/watch?v=ZDAW6zLajKU&pp=ygUMUGFsbG9mIFByZXNz;Press cable away from body, engage core.
Palloff Press Horizontal Circles;Core;640;https://www.youtube.com/watch?v=kqZVLzPrgnQ&pp=ygUgUGFsbG9mZiBQcmVzcyBIb3Jpem9udGFsIENpcmNsZXM%3D;Press cable away and make circles, engage core.
Palm Up Raises;Shoulders;641;https://www.youtube.com/watch?v=2DtsvvK2Vng;Raise dumbbells with palms facing up, engage shoulders.
Pec Minor Broomstick Mobilization;Stretch;642;https://www.youtube.com/watch?v=IbATWRMM58A&pp=ygUhUGVjIE1pbm9yIEJyb29tc3RpY2sgTW9iaWxpemF0aW9u;Stretch pec minor muscles with broomstick.
Pec Mobilization With Lacrosse Ball;Stretch;643;https://www.youtube.com/watch?v=FnTyO4LQxj4&pp=ygUjUGVjIE1vYmlsaXphdGlvbiBXaXRoIExhY3Jvc3NlIEJhbGw%3D;Mobilize and release tension in pec muscles.
Pelvic Thrusts;Glutes, Core;644;https://www.youtube.com/watch?v=OWC4YK_mhF8&pp=ygUOUGVsdmljIFRocnVzdHM%3D;Thrust hips upwards, engage glutes.
Pendlay Row;Back;645;https://www.youtube.com/watch?v=h4nkoayPFWw&pp=ygULUGVuZGxheSBSb3c%3D;Row barbell towards you, engage back.
Pendulum Squat;Legs;646;https://www.youtube.com/watch?v=wc2t62qiqAI&pp=ygUOUGVuZHVsdW0gU3F1YXQ%3D;Squat with pendulum motion, engage legs.
Pigeon Stretch;Stretch;647;https://www.youtube.com/watch?v=op-eDU9eNqM&pp=ygUOUGlnZW9uIFN0cmV0Y2g%3D;Stretch hip and glutes by placing one leg across body.
Pike Push-Up;Shoulders, Core;648;https://www.youtube.com/watch?v=66x0qQiJ-MA&pp=ygUMUGlrZSBQdXNoLVVw;Push-up with hips lifted, engage shoulders.
Piriformis Mobilization;Stretch;649;https://www.youtube.com/shorts/1GhiPpQvBCA;Mobilize piriformis muscle with controlled movement.
Pistol Squat;Legs;650;https://www.youtube.com/watch?v=vq5-vdgJc0I&pp=ygUMUGlzdG9sIFNxdWF0;Single-leg squat, engage leg muscles.
Plank;Core;651;https://www.youtube.com/watch?v=yeKv5oX_6GY&pp=ygUFUGxhbms%3D;Hold push-up position, engage core.
Plank Alternating Arm/Leg Extensions;Core;652;https://www.youtube.com/watch?v=r8aHO-GlPcE&pp=ygUkUGxhbmsgQWx0ZXJuYXRpbmcgQXJtL0xlZyBFeHRlbnNpb25z;Extend opposite arm and leg while planking.
Plank Alternating Reaches;Core;653;https://www.youtube.com/watch?v=5vGaSkJArwI&pp=ygUZUGxhbmsgQWx0ZXJuYXRpbmcgUmVhY2hlcw%3D%3D;Reach arms forward and out while in plank.
Plank Arm Abduction;Core, Shoulders;654;https://www.youtube.com/watch?v=5vGaSkJArwI&pp=ygUZUGxhbmsgQWx0ZXJuYXRpbmcgUmVhY2hlcw%3D%3D;Extend arm sideways from plank position.
Plank Arm Extensions;Core, Shoulders;655;https://www.youtube.com/watch?v=iz55LbMVHOM&pp=ygUUUGxhbmsgQXJtIEV4dGVuc2lvbnM%3D;Extend arms forward from plank position.
Plank Arm March;Core, Shoulders;656;https://www.youtube.com/watch?v=GbsgMtyN9d4&pp=ygUPUGxhbmsgQXJtIE1hcmNo;March arms up and down while planking.
Plank Circles;Core;657;https://www.youtube.com/watch?v=hji_3KGD3uQ&pp=ygUNUGxhbmsgQ2lyY2xlcw%3D%3D;Make small circular motion with hips in plank.
Plank Elbow-to-Knee Touches;Core;658;https://www.youtube.com/watch?v=vr1T-fTdll0&pp=ygUbUGxhbmsgRWxib3ctdG8tS25lZSBUb3VjaGVz;Touch opposite elbow and knee while planking.
Plank Hold Walk-Out;Core;659;https://www.youtube.com/watch?v=Nbg-aizDWnQ&pp=ygUTUGxhbmsgSG9sZCBXYWxrLU91dA%3D%3D;Walk hands forward while holding plank position.
Plank Hops In-and-Out;Core;660;https://www.youtube.com/watch?v=m6WSIkhYQyY&pp=ygUVUGxhbmsgSG9wcyBJbi1hbmQtT3V0;Jump legs in and out while holding plank.
Plank Jack with Shoulder Taps;Core;661;https://www.youtube.com/watch?v=zruJUdSkHsA&pp=ygUdUGxhbmsgSmFjayB3aXRoIFNob3VsZGVyIFRhcHM%3D;Do plank jacks and tap shoulders with opposite hand.
Plank Jacks;Core;662;https://www.youtube.com/watch?v=8Do3ssZ23Mc&pp=ygULUGxhbmsgSmFja3M%3D;Jump legs in and out while holding plank.
Plank Jacks on Elbows;Core;663;https://www.youtube.com/watch?v=ruU6dooUL_g&pp=ygUVUGxhbmsgSmFja3Mgb24gRWxib3dz;Elbow plank with jumping legs in and out.
Plank Knees to Elbow;Core;664;https://www.youtube.com/watch?v=pI7uWJXcfPE&pp=ygUUUGxhbmsgS25lZXMgdG8gRWxib3c%3D;Bring knees to elbows while in plank position.
Plank Opposite Toe Touch;Core;665;https://www.youtube.com/watch?v=XprFkq1V9I0&pp=ygUZIFBsYW5rIE9wcG9zaXRlIFRvZSBUb3VjaA%3D%3D;Touch opposite hand to toe while in plank.
Plank Pop Ups;Core;666;https://www.youtube.com/watch?v=vGwFp2B-AnU&pp=ygUNUGxhbmsgUG9wIFVwcw%3D%3D;Push-up to plank, then pop hips upward.
Plank Pulls;Core, Back;667;https://www.youtube.com/watch?v=aS8FD3Lblak&pp=ygULUGxhbmsgUHVsbHM%3D;Pull hands towards feet while holding plank.
Plank Row;Core, Back;668;https://www.youtube.com/watch?v=Gtc_Ns3qYYo&pp=ygUOICAgCSBQbGFuayBSb3c%3D;Row weight while in plank position.
Plank Row Rotation;Core, Back;669;https://www.youtube.com/watch?v=sRHzrF357H4&pp=ygUSUGxhbmsgUm93IFJvdGF0aW9u;Row and rotate upper body, engage core.
Plank Row to Tricep Extension;Core, Back, Triceps;670;https://www.youtube.com/watch?v=vI7qyY2HVFY&pp=ygUdUGxhbmsgUm93IHRvIFRyaWNlcCBFeHRlbnNpb24%3D;Row and extend arms back, engage triceps.
Plank Shoulder and Knee Taps;Core;671;https://www.youtube.com/shorts/9_IVZekYrgo;Tap shoulder and knee alternately in plank.
Plank Shoulder Taps;Core, Shoulders;672;https://www.youtube.com/watch?v=C6At19Q9i2Q&pp=ygUbUGxhbmsgU2hvdWxkZXIgVGFwIHRvIFJhaXNl;Tap shoulders alternately while in plank.
Plank to Downward Dog;Core, Shoulders;673;https://www.youtube.com/watch?v=5FcS9IOWpSo&pp=ygUVUGxhbmsgdG8gRG93bndhcmQgRG9n;Transition from plank to downward dog.
Plank Tricep Extension;Core, Triceps;674;https://www.youtube.com/watch?v=VYgVTinbx_A&pp=ygUWUGxhbmsgVHJpY2VwIEV4dGVuc2lvbg%3D%3D;Extend arms back while in plank, engage triceps.
Plank Walk Outs;Core;675;https://www.youtube.com/watch?v=99DDQJJQ68c&pp=ygUPUGxhbmsgV2FsayBPdXRz;Walk hands forward and backward while planking.
Plank with Alternating Rows;Core, Back;676;https://www.youtube.com/watch?v=rSc1pmDEhZg&pp=ygUbUGxhbmsgd2l0aCBBbHRlcm5hdGluZyBSb3dz;Row weights in plank position with alternating arms.
Plank-ups;Core;677;https://www.youtube.com/watch?v=9667qmn8zdY&pp=ygUJUGxhbmstdXBz;Push up to plank position, engage core.
Plate Curls;Arms;678;https://www.youtube.com/watch?v=-DWJLKoHFK8&pp=ygULUGxhdGUgQ3VybHM%3D;Curl weight plate, engage biceps.
Plate Front Raise;Shoulders;679;https://www.youtube.com/shorts/YGF-RfaSyDM;Raise weight plate in front, engage shoulders.
Plate Squat;Legs;680;https://www.youtube.com/watch?v=PKIiYknNvhw&pp=ygUQICAgCSBQbGF0ZSBTcXVhdA%3D%3D;Hold weight plate while squatting.
Platform Pushups;Chest, Triceps;681;https://www.youtube.com/watch?v=4oN1hd6pJW0&pp=ygUQUGxhdGZvcm0gUHVzaHVwcw%3D%3D;Push-ups with hands on elevated platform.
Platform Sumo Squat;Legs;682;https://www.youtube.com/watch?v=4eDJa5MnAmY&pp=ygUTUGxhdGZvcm0gU3VtbyBTcXVhdA%3D%3D;Squat with wide stance, engage legs.
Plyo Push Up;Chest, Shoulders, Triceps;683;https://www.youtube.com/watch?v=Y-uF4F3mQIs&pp=ygUMUGx5byBQdXNoIFVw;Explosive push-up with clap, engage chest.
Popcorn Squats;Legs;684;https://www.youtube.com/watch?v=yryqhGC01G4&pp=ygUOUG9wY29ybiBTcXVhdHM%3D;Squat and jump, engaging legs.
Preacher Curls;Arms;685;https://www.youtube.com/watch?v=vngli9UR6Hw&pp=ygUOUHJlYWNoZXIgQ3VybHM%3D;Curl bar on preacher bench, engage biceps.
Prisoner Squat;Legs;686;https://www.youtube.com/watch?v=97p3_bDkPUE&pp=ygUOUHJpc29uZXIgU3F1YXQ%3D;Squat with hands behind head, engage legs.
Progression/Combo of World's Greatest Stretch and Crab;Mobility, Core;687;https://www.youtube.com/watch?v=l2PBwCr7Pio&pp=ygU2UHJvZ3Jlc3Npb24vQ29tYm8gb2YgV29ybGQncyBHcmVhdGVzdCBTdHJldGNoIGFuZCBDcmFi;Combine stretches and bodyweight movements.
Pronated-Grip Seated Band Row;Back;688;https://www.youtube.com/watch?v=sa0NejgxKbc&pp=ygUdUHJvbmF0ZWQtR3JpcCBTZWF0ZWQgQmFuZCBSb3c%3D;Row resistance band with pronated grip.
Pronated-Grip Seated Cable Row;Back;689;https://www.youtube.com/watch?v=FSoUijeznsM&pp=ygUeUHJvbmF0ZWQtR3JpcCBTZWF0ZWQgQ2FibGUgUm93;Row cable attachment with pronated grip.
Prone Dynamic Spinal Twist;Core, Spinal Mobility;690;https://www.youtube.com/watch?v=mzCI-LFFK3A&pp=ygUaUHJvbmUgRHluYW1pYyBTcGluYWwgVHdpc3Q%3D;Twist spine while lying prone, engage core.
Prone Hip External Rotation;Hip, Glutes;691;https://www.youtube.com/watch?v=Kbx5soJUlvM&pp=ygUbUHJvbmUgSGlwIEV4dGVybmFsIFJvdGF0aW9u;Rotate hip while lying prone, engage hip muscles.
Prone T Raise;Shoulders;692;https://www.youtube.com/watch?v=rKVuKuR4SA4&pp=ygUNUHJvbmUgVCBSYWlzZQ%3D%3D;Lift arms in T position while lying prone.
Prone Y Raise;Shoulders;693;https://www.youtube.com/watch?v=rKVuKuR4SA4&pp=ygUNUHJvbmUgVCBSYWlzZQ%3D%3D;Lift arms in Y position while lying prone.
Prone YTI;Shoulders;694;https://www.youtube.com/watch?v=rKVuKuR4SA4&pp=ygUNUHJvbmUgVCBSYWlzZQ%3D%3D;Perform Y, T, I motion with arms prone.
Pull Ups;Back, Biceps;695;https://www.youtube.com/watch?v=eGo4IYlbE5g&pp=ygUIUHVsbCBVcHM%3D;Lift body weight up on bar, engage upper body.
Pull-Up With Iso;Back;696;https://www.youtube.com/watch?v=lTblcfblSlg&pp=ygUVICAgCSBQdWxsLVVwIFdpdGggSXNv;Perform pull-up with isometric holds.
Pulse Jump Squat;Legs, Cardio;697;https://www.youtube.com/watch?v=FCmQN5bj7dY&pp=ygUQUHVsc2UgSnVtcCBTcXVhdA%3D%3D;Jump and pulse in squat position.
Pulse Squats;Legs;698;https://www.youtube.com/watch?v=r8NaWdh8jyE&pp=ygUMUHVsc2UgU3F1YXRz;Squat and pulse at the bottom.
Push Up;Chest, Triceps;699;https://www.youtube.com/watch?v=IODxDxX7oi4&pp=ygUQUHVzaCBVcCBleGVyY2lzZQ%3D%3D;Lower and lift body, engage chest.
Push ups;Chest, Triceps;700;https://www.youtube.com/watch?v=IODxDxX7oi4&pp=ygUQUHVzaCBVcCBleGVyY2lzZQ%3D%3D;Lower and lift body, engage chest.
Push Up Donkey Kick;Chest, Core, Glutes;701;https://www.youtube.com/watch?v=PtMfICbr8CE&pp=ygUTUHVzaCBVcCBEb25rZXkgS2ljaw%3D%3D;Push up and kick leg up, engage core.
Push Up to Alternating Knee Tap;Chest, Core;702;https://www.youtube.com/watch?v=5Zy4NBDYsCw&pp=ygUfUHVzaCBVcCB0byBBbHRlcm5hdGluZyBLbmVlIFRhcA%3D%3D;Push up and touch opposite knee, engage core.
Push Up to Knee Taps;Chest, Core;703;https://www.youtube.com/watch?v=5Zy4NBDYsCw&pp=ygUfUHVzaCBVcCB0byBBbHRlcm5hdGluZyBLbmVlIFRhcA%3D%3D;Push up and tap knees alternately, engage core.
Push Up to Pull Through;Chest, Core;704;https://www.youtube.com/watch?v=3_mq9m6Yau8&pp=ygUXUHVzaCBVcCB0byBQdWxsIFRocm91Z2g%3D;Push up and slide body forward, engage core.
Push Up to Reach;Chest, Core;705;https://www.youtube.com/watch?v=BzVQ_utfopY&pp=ygUQUHVzaCBVcCB0byBSZWFjaA%3D%3D;Push up and reach arms forward, engage core.
Push Up to Renegade Row;Chest, Back, Core;706;https://www.youtube.com/watch?v=clVj2dQ_GoY&pp=ygUXUHVzaCBVcCB0byBSZW5lZ2FkZSBSb3c%3D;Push up, row weight, engage core and back.
Push Up to Starfish;Chest, Core;707;https://www.youtube.com/shorts/niU_1VlJmeA;Push up and extend arms and legs, engage core.
Push Up to Superman;Chest, Core, Back;708;https://www.youtube.com/watch?v=TwXPklkR8ws&pp=ygUTUHVzaCBVcCB0byBTdXBlcm1hbg%3D%3D;Push up and extend arms and legs, engage core.
Push Up w/ Rotation;Chest, Core;709;https://www.youtube.com/watch?v=Ohz9RWkCvH0&pp=ygUTUHVzaCBVcCB3LyBSb3RhdGlvbg%3D%3D;Push up and rotate, engage core and obliques.
Push-up;Chest, Triceps;710;https://www.youtube.com/watch?v=IODxDxX7oi4&pp=ygUQUHVzaCBVcCBleGVyY2lzZQ%3D%3D;Lower and lift body, engage chest.
Push-Up to Plank Pull Through;Chest, Core;711;https://www.youtube.com/watch?v=10zRyqH3ckI&pp=ygUdUHVzaC1VcCB0byBQbGFuayBQdWxsIFRocm91Z2g%3D;Push up, pull through with opposite arm, engage core.
Push-Ups on Knees;Chest, Triceps;712;https://www.youtube.com/watch?v=jWxvty2KROs&pp=ygURUHVzaC1VcHMgb24gS25lZXM%3D;Lower and lift body from knees, engage chest.
Push-Ups with Shoulder Taps;Chest, Core, Shoulders;713;https://www.youtube.com/watch?v=yyFBdDj7EbQ&pp=ygUcIFB1c2gtVXBzIHdpdGggU2hvdWxkZXIgVGFwcw%3D%3D;Push up and tap shoulders, engage core.
Quad Rockers;Mobility, Stretch;714;https://www.youtube.com/watch?v=Z7rFSpUcS5o&pp=ygUMUXVhZCBSb2NrZXJz;Rock forward and backward on knees, engage core.
Quad Rockers / Child's Pose;Mobility, Stretch;715;https://www.youtube.com/shorts/Q-wr-Hy6B_g;Alternate between quad rockers and child's pose.
Quad Stretch Lean Forward;Stretch;716;https://www.youtube.com/shorts/lh_N3speN0I;Stretch quads by leaning forward.
Quad Stretch with Reach;Stretch;717;https://www.youtube.com/watch?v=H6CXpwaGIxs;Stretch quads while reaching back.
Quadruped Extension-Rotation;Core, Back;718;https://www.youtube.com/watch?v=lhMKyeSwUhk&pp=ygUcUXVhZHJ1cGVkIEV4dGVuc2lvbi1Sb3RhdGlvbg%3D%3D;Rotate upper body while on all fours, engage core.
Quadruped Rock Back;Core;719;https://www.youtube.com/watch?v=x1EOLZDWA80&pp=ygUTUXVhZHJ1cGVkIFJvY2sgQmFjaw%3D%3D;Rock hips back while on all fours, engage glutes.
Quadruped Shoulder Taps';Core, Shoulders;720;https://www.youtube.com/watch?v=RUjjKrORHpI&pp=ygUXUXVhZHJ1cGVkIFNob3VsZGVyIFRhcHM%3D;Tap shoulders alternately while on all fours.
Quick Bounds;Legs, Cardio;721;https://www.youtube.com/watch?v=SyB8EaNDi-I&pp=ygUMUXVpY2sgQm91bmRz;Perform quick and explosive bounds, engage legs.
Rack Pull;Back, Legs;722;https://www.youtube.com/watch?v=cxVrqTqD_J4&pp=ygUJUmFjayBQdWxs;Pull weight off rack, engage back.
Rainbow Ball Slam;Full Body;723;https://www.youtube.com/watch?v=9kqGbwTpoKQ&pp=ygURUmFpbmJvdyBCYWxsIFNsYW0%3D;Slam medicine ball in arc motion, engage core.
Rear-Foot-Elevated Barbell Split Squat;Legs;724;https://www.youtube.com/watch?v=d0nAqfdrVkc&pp=ygUmUmVhci1Gb290LUVsZXZhdGVkIEJhcmJlbGwgU3BsaXQgU3F1YXQ%3D;Split squat with back foot elevated, engage legs.
Rear-Foot-Elevated Bodyweight Split Squat;Legs;725;https://www.youtube.com/watch?v=kQ1VCHrfbbs&pp=ygUpUmVhci1Gb290LUVsZXZhdGVkIEJvZHl3ZWlnaHQgU3BsaXQgU3F1YXQ%3D;Bodyweight split squat with back foot elevated.
Rear-Foot-Elevated Dumbbell Split Squat;Legs;726;https://www.youtube.com/watch?v=JXn1Hnv_ZWE&pp=ygUnUmVhci1Gb290LUVsZXZhdGVkIER1bWJiZWxsIFNwbGl0IFNxdWF0;Split squat with back foot elevated, use dumbbells.
Rear-Foot-Elevated Dumbbell Split Squat Jump;Legs;727;https://www.youtube.com/watch?v=AmgM_PjBq0I&pp=ygUsUmVhci1Gb290LUVsZXZhdGVkIER1bWJiZWxsIFNwbGl0IFNxdWF0IEp1bXA%3D;Jump from split squat position, engage legs.
Rear-Foot-Elevated Goblet Split Squat;Legs;728;https://www.youtube.com/watch?v=z9dhokzNGP8&pp=ygUlUmVhci1Gb290LUVsZXZhdGVkIEdvYmxldCBTcGxpdCBTcXVhdA%3D%3D;Goblet split squat with back foot elevated, engage legs.
Renegade Row;Back, Core;729;https://www.youtube.com/watch?v=G1AcX8Y_byg&pp=ygUMUmVuZWdhZGUgUm93;Push-up, row dumbbells, engage core and back.
Renegade Row With Pushup;Back, Core, Chest;730;https://www.youtube.com/watch?v=731lQp2shpY&pp=ygUYUmVuZWdhZGUgUm93IFdpdGggUHVzaHVw;Push-up, row dumbbells, engage core and back.
Renegade Row With Pushup and Feet Elevated;Back, Core, Chest;731;https://www.youtube.com/watch?v=clVj2dQ_GoY&pp=ygUqUmVuZWdhZGUgUm93IFdpdGggUHVzaHVwIGFuZCBGZWV0IEVsZXZhdGVk;Push-up, row dumbbells, elevate feet, engage core.
Reverse Crunch;Core;732;https://www.youtube.com/watch?v=hyv14e2QDq0&pp=ygUOUmV2ZXJzZSBDcnVuY2g%3D;Lift hips off ground, engage lower abs.
Reverse Landmine Lunge;Legs;733;https://www.youtube.com/watch?v=HHzBjUHrWf4&pp=ygUWUmV2ZXJzZSBMYW5kbWluZSBMdW5nZQ%3D%3D;Lunge backward with landmine attachment.
Reverse Lunge;Legs;734;https://www.youtube.com/watch?v=SXYrUTUwFoc&pp=ygUNUmV2ZXJzZSBMdW5nZQ%3D%3D;Lunge backward, engage legs.
Reverse Lunge into Knee up;Legs;735;https://www.youtube.com/watch?v=NKcPgHedtTg&pp=ygUaUmV2ZXJzZSBMdW5nZSBpbnRvIEtuZWUgdXA%3D;Lunge backward and lift knee, engage legs.
Reverse Lunge Jump;Legs;736;https://www.youtube.com/watch?v=GE9gUamCGX8&pp=ygUSUmV2ZXJzZSBMdW5nZSBKdW1w;Lunge backward and jump, engage legs.
Reverse Lunge Shoulder Press;Legs, Shoulders;737;https://www.youtube.com/watch?v=mJT6hPY7gO4&pp=ygUcUmV2ZXJzZSBMdW5nZSBTaG91bGRlciBQcmVzcw%3D%3D;Lunge backward and press dumbbells, engage shoulders.
Reverse Lunge to Single-Leg Skip;Legs, Cardio;738;https://www.youtube.com/watch?v=lKkdBpK2fzU&pp=ygUgUmV2ZXJzZSBMdW5nZSB0byBTaW5nbGUtTGVnIFNraXA%3D;Lunge backward, skip on one leg, engage legs.
Reverse Nordic;Legs, Hamstrings;739;https://www.youtube.com/watch?v=x2K8uH7dcqg&pp=ygUOUmV2ZXJzZSBOb3JkaWM%3D;Slowly lower body to floor, engage hamstrings.
Reverse Pattern Single-Leg Romanian Deadlift;Legs, Hamstrings;740;https://www.youtube.com/watch?v=FDaAi-dCTz8&pp=ygUsUmV2ZXJzZSBQYXR0ZXJuIFNpbmdsZS1MZWcgUm9tYW5pYW4gRGVhZGxpZnQ%3D;Romanian deadlift on one leg, engage hamstrings.
Reverse Plank Hold;Core;741;https://www.youtube.com/watch?v=uUEKLhpJd1Q&pp=ygUSUmV2ZXJzZSBQbGFuayBIb2xk;Hold reverse plank position, engage core.
Reverse Plank Knee Drives;Core, Hip Flexors;742;https://www.youtube.com/watch?v=bnu5b61vqGQ&pp=ygUSUmV2ZXJzZSBQbGFuayBIb2xk;Drive knees in toward chest, engage core.
Reverse Planks;Core;743;https://www.youtube.com/watch?v=bnu5b61vqGQ&pp=ygUSUmV2ZXJzZSBQbGFuayBIb2xk;Hold reverse plank position, engage core.
Reverse Step Up;Legs;744;https://www.youtube.com/watch?v=7PV_bGLFlfY&pp=ygUPUmV2ZXJzZSBTdGVwIFVw;Step backward onto elevated platform, engage legs.
Reverse Table Top Knee Raises;Core, Hip Flexors;745;https://www.youtube.com/shorts/F5z-XQ5Hhm8;Raise knees while lying on back, engage core.
Reverse Triceps Extension;Triceps;746;https://www.youtube.com/watch?v=UiDZEg2y1bc&pp=ygUZUmV2ZXJzZSBUcmljZXBzIEV4dGVuc2lvbg%3D%3D;Extend arms back with weight, engage triceps.
Ring Plank;Core, Shoulders;747;https://www.youtube.com/watch?v=BcaaobXxRbM&pp=ygUKUmluZyBQbGFuaw%3D%3D;Plank position using gymnastic rings, engage core.
Ring Pushup;Chest, Shoulders, Core;748;https://www.youtube.com/watch?v=FRiiZRhapeU&pp=ygULUmluZyBQdXNodXA%3D;Push-up with gymnastic rings, engage chest.
Ring Row;Back;749;https://www.youtube.com/watch?v=xhlReCpAE9k&pp=ygUIUmluZyBSb3c%3D%27;Row with gymnastic rings, engage back.
Ring Row With Feet Elevated;Back;750;https://www.youtube.com/watch?v=u3XIZSv2Npw&pp=ygUbUmluZyBSb3cgV2l0aCBGZWV0IEVsZXZhdGVk;Row with elevated feet using gymnastic rings.
Rocked-Back Quadruped Extension-Rotation;Core, Back;751;https://www.youtube.com/watch?v=wbwu895NW9w&pp=ygUoUm9ja2VkLUJhY2sgUXVhZHJ1cGVkIEV4dGVuc2lvbi1Sb3RhdGlvbg%3D%3D;Rock back and rotate while on hands and knees.
Romanian Deadlift;Legs, Hamstrings;752;https://www.youtube.com/watch?v=LURGDIX3adY&pp=ygURUm9tYW5pYW4gRGVhZGxpZnQ%3D;Hip hinge, weight on bar, engage hamstrings.
Romanian Deadlift To Bicep Curl;Legs, Hamstrings, Biceps;753;https://www.youtube.com/watch?v=nWtmxbMBEJo&pp=ygUfUm9tYW5pYW4gRGVhZGxpZnQgVG8gQmljZXAgQ3VybA%3D%3D;Combine Romanian deadlift with bicep curl.
Romanian Deadlift With Dowel;Legs, Hamstrings;754;https://www.youtube.com/watch?v=huKdEsssSUo&pp=ygUcUm9tYW5pYW4gRGVhZGxpZnQgV2l0aCBEb3dlbA%3D%3D;Use dowel for Romanian deadlift form.
Rotating Bear Plank;Core, Shoulders;755;https://www.youtube.com/watch?v=ASThkQl4fWg&pp=ygUTUm90YXRpbmcgQmVhciBQbGFuaw%3D%3D;Plank with rotational movement, engage core.
Row Boats;Core;756;https://www.youtube.com/watch?v=q3F2Bao2Xnk&pp=ygUYICAgCSBSb3cgQm9hdHMgZXhlcmNpc2Vz;Sit and row with resistance bands, engage back.
Rowing;Cardio, Back;757;https://www.youtube.com/watch?v=ZN0J6qKCIrI&pp=ygUPUm93aW5nIG1hY2h1aW5l;Perform rowing motion, engage back and arms.
